design_label,design_size,no_of_instances,no_of_gates,no_of_inputs,no_of_outputs,num_macros,pin_density,congestion_risk_score
2933,14214,20701,18010,9,74,3235,0.6758,0.5
2934,4458,49332,8741,33,42,17511,0.8404,0.47
2935,28405,19216,9806,56,51,11501,0.3001,0.29
2936,28582,35577,3590,27,64,11852,0.2516,0.25
2937,26253,30882,9377,10,6,10017,0.8542,0.73
2938,23264,45659,10590,40,73,13551,0.2821,0.28
2939,28684,49919,7307,61,12,11120,0.3753,0.61
2940,23086,18980,16583,37,55,1940,0.8506,0.85
2941,29770,3599,11770,53,98,1676,0.762,0.84
2942,11643,31687,1674,45,23,11860,0.4399,0.17
2943,29471,44558,7711,84,98,6696,0.8682,0.65
2944,18833,26120,19008,59,35,18005,0.5976,0.6
2945,28278,8180,7579,30,84,4823,0.2506,0.28
2946,5799,23307,13704,41,26,5094,0.6921,0.39
2947,17725,34057,2158,81,37,13259,0.5761,0.29
2948,1225,14008,3997,21,90,9370,0.6008,0.54
2949,10893,30752,7949,36,76,11680,0.8959,0.8
2950,25866,30444,13422,32,41,9357,0.3068,0.88
2951,6864,25134,4964,97,16,10150,0.6598,0.72
2952,21585,25888,6717,29,73,1378,0.5211,0.48
2953,12423,12851,2313,51,68,4173,0.3903,0.96
2954,13131,47582,3865,26,29,1361,0.6855,0.56
2955,14152,33893,627,95,58,4500,0.6677,0.48
2956,12740,32939,15079,65,33,12280,0.7995,0.86
2957,7943,38414,16856,48,17,11857,0.8152,0.18
2958,14310,35553,2813,24,30,2775,0.5933,0.16
2959,16556,9485,17663,54,26,2233,0.4279,0.78
2960,21956,18332,15695,92,97,15477,0.5707,0.87
2961,10206,43444,19610,51,80,203,0.4515,0.07
2962,5289,34890,8995,51,96,865,0.3941,0.76
2963,2572,15931,17121,76,77,1169,0.5861,0.42
2964,27722,20225,17156,55,14,18589,0.6606,0.7
2965,17191,45808,13904,59,52,5215,0.6134,0.13
2966,18288,17782,17180,82,46,1259,0.8681,0.97
2967,6804,36970,2762,43,94,1156,0.409,0.88
2968,3813,17388,17141,18,63,15035,0.4606,0.41
2969,5151,35894,15907,73,57,5314,0.6673,0.89
2970,10856,39577,8676,51,44,12615,0.6203,0.89
2971,2575,24505,13118,25,79,1087,0.2013,0.46
2972,3710,38837,16917,19,66,3383,0.4186,0.95
2973,4355,2720,14769,85,10,16847,0.3776,0.98
2974,14584,35514,1583,88,8,10783,0.7879,0.22
2975,27499,37733,16603,5,95,7954,0.8064,0.07
2976,23881,35157,17454,84,59,1989,0.3987,0.33
2977,1835,40238,7143,86,92,17089,0.2714,0.49
2978,26261,13954,13206,14,73,15605,0.3436,0.09
2979,8358,9777,17281,27,7,7507,0.3236,0.14
2980,27737,44211,13835,22,11,12286,0.3662,0.97
2981,8079,24174,15641,62,92,18913,0.3643,0.74
2982,2528,17924,14744,77,90,15838,0.5359,0.87
2983,12445,865,3396,98,16,9558,0.4237,0.97
2984,7526,45539,4063,81,21,3656,0.5919,0.38
2985,8633,31715,81,56,71,5253,0.4409,0.69
2986,5349,49026,11206,99,79,4108,0.7703,0.18
2987,27450,36960,10354,50,74,5054,0.8656,0.55
2988,21775,13075,7927,17,40,8065,0.4827,0.21
2989,19301,9441,6220,21,21,16749,0.2346,0.16
2990,27337,28241,12128,71,90,18695,0.3677,0.1
2991,25908,12434,2365,65,5,17278,0.2713,0.58
2992,20358,48945,115,69,71,1564,0.4413,0.95
2993,27077,15935,12470,57,84,1158,0.6516,0.12
2994,9786,26648,18362,9,82,14770,0.5632,0.5
2995,14209,35534,7583,36,53,18164,0.37,0.69
2996,20695,25139,14254,93,55,3235,0.7371,0.5
2997,761,32630,15367,49,75,17672,0.292,0.91
2998,12175,38836,15507,60,94,5505,0.3597,0.17
2999,28295,40509,17018,9,47,2974,0.6732,0.02
3000,14888,18665,5294,91,35,6846,0.3381,0.38
3001,10160,9934,8204,80,28,15403,0.6751,0.56
3002,15936,36756,18182,38,87,14902,0.8839,0.25
3003,10626,940,18638,65,41,17890,0.7819,0.17
3004,3474,13973,11872,91,69,17543,0.312,0.8
3005,25692,31668,1942,84,93,13959,0.5643,0.19
3006,29082,10946,7068,66,67,1980,0.4956,0.44
3007,307,5999,10671,73,60,14331,0.8942,0.95
3008,2765,20602,19527,67,78,17056,0.8751,0.61
3009,18977,665,1023,48,22,18771,0.289,0.5
3010,23297,38873,10884,32,69,10172,0.8361,0.36
3011,732,42024,6665,74,33,1308,0.3354,0.52
3012,26778,43342,4379,17,81,4551,0.4236,0.73
3013,27635,9287,1527,47,8,7890,0.4474,0.82
3014,3183,7326,7379,34,16,13866,0.4008,0.65
3015,29428,42247,6494,30,60,7339,0.7973,0.79
3016,13811,38758,16435,85,52,10210,0.431,0.09
3017,10223,45981,11456,67,23,18457,0.7717,0.01
3018,20203,4411,6893,77,30,17310,0.8961,0.73
3019,7223,44314,6022,61,42,7240,0.7885,0.26
3020,10854,41716,15345,68,84,10486,0.4423,0.88
3021,1779,25789,5155,84,29,18960,0.6979,0.54
3022,16001,6183,10981,53,60,11831,0.5737,0.48
3023,336,12698,7752,56,78,3722,0.7506,0.77
3024,7546,17040,19348,67,32,11310,0.3072,0.74
3025,4543,26980,14186,86,65,18347,0.6467,0.7
3026,23254,2680,19602,17,96,2495,0.7416,0.69
3027,15563,46712,2649,97,93,9026,0.7329,0.52
3028,29401,42421,2285,92,93,17921,0.8745,0.93
3029,26216,9486,19233,49,55,15021,0.2409,0.89
3030,22583,19622,5523,50,16,499,0.442,0.33
3031,28619,26324,68,81,12,15157,0.5336,0.8
3032,8655,14735,908,93,62,1477,0.4168,0.89
3033,18852,771,5430,45,92,2645,0.4169,0.62
3034,16769,33645,3082,50,27,18710,0.3233,0.56
3035,248,26955,18965,5,41,5815,0.7691,0.67
3036,13495,35890,7521,77,15,2162,0.8356,0.16
3037,20521,46685,4769,72,21,11550,0.2576,0.09
3038,23033,14360,12993,96,96,9187,0.3084,0.82
3039,23605,1174,4913,16,60,14321,0.3599,0.57
3040,29227,42776,4088,92,57,17460,0.5563,0.12
3041,26442,9575,18886,77,71,9765,0.7538,0.42
3042,4995,12978,2896,39,6,3742,0.25,0.3
3043,21764,15220,8114,37,33,3099,0.6458,0.88
3044,17496,23247,11444,62,61,7148,0.3045,0.51
3045,11123,2086,6672,39,38,15660,0.88,0.58
3046,10799,43693,12345,50,82,14453,0.8291,0.24
3047,9815,32530,19896,88,86,11640,0.8647,0.8
3048,19269,42061,11832,70,97,10656,0.2743,0.93
3049,27232,17530,1209,48,6,6719,0.5416,0.79
3050,20209,2276,4676,30,79,16823,0.3157,0.49
3051,16263,18822,3772,46,35,15698,0.6202,0.84
3052,21060,42915,11680,81,81,4666,0.3629,0.19
3053,5882,49752,19994,34,48,9917,0.7394,0.11
3054,22741,18717,11324,36,94,10019,0.6508,0.44
3055,26277,27215,14938,40,60,302,0.6001,0.18
3056,18892,37476,6639,23,58,8102,0.7777,0.26
3057,16824,12006,15523,26,57,19600,0.5502,0.59
3058,2917,40102,2293,69,78,9956,0.3889,0.4
3059,15196,6710,8227,61,80,10292,0.6345,0.87
3060,18980,43392,1810,15,90,745,0.8699,0.23
3061,22446,49852,16252,30,50,10814,0.6208,1.0
3062,29606,13511,5492,52,58,7915,0.6407,0.36
3063,5399,9280,19109,23,35,17939,0.8543,0.52
3064,10017,48093,15015,87,87,11910,0.5607,0.13
3065,24058,10173,3286,16,28,12755,0.8975,0.58
3066,18173,37351,15661,71,29,13339,0.3118,0.96
3067,3367,31060,8285,60,39,19177,0.5759,0.75
3068,4506,6001,15879,22,61,4704,0.349,0.24
3069,24937,38997,8730,9,76,13268,0.5173,0.44
3070,17926,43283,11390,28,73,11519,0.3194,0.43
3071,25081,4582,9198,82,90,17732,0.3558,0.1
3072,10482,42554,10356,42,32,11492,0.3476,0.89
3073,4537,25528,17549,71,80,11156,0.424,0.38
3074,5535,7500,18215,74,37,15557,0.2942,0.49
3075,24919,39674,11068,80,57,13433,0.7665,0.29
3076,29261,43384,18310,56,20,10506,0.3545,0.15
3077,4207,7496,11192,79,30,11122,0.4916,0.9
3078,660,7438,19809,43,16,11949,0.2112,0.04
3079,12429,42818,19184,63,91,16271,0.2734,0.4
3080,27401,12600,9596,30,94,11070,0.8274,0.73
3081,25269,11645,3326,69,81,265,0.786,0.31
3082,22032,5341,16882,84,91,14301,0.7886,0.45
3083,1926,23878,16058,52,35,6294,0.4879,0.56
3084,11521,22921,4222,57,31,229,0.2991,1.0
3085,27963,4795,13233,13,40,19120,0.2755,0.76
3086,12365,11630,12886,9,63,15742,0.6239,0.97
3087,7729,47180,9039,76,91,7705,0.7797,0.69
3088,8425,14418,19930,65,7,16810,0.8301,0.27
3089,19622,22431,13790,25,98,8095,0.4021,0.29
3090,28595,26455,13152,67,36,18261,0.4247,0.82
3091,29719,11424,15407,24,19,11468,0.2706,0.43
3092,7793,28249,18616,62,79,18761,0.7421,0.37
3093,8364,3318,15663,49,70,13560,0.393,0.95
3094,12786,20241,3376,26,94,15299,0.5367,0.01
3095,13816,36884,769,81,67,7322,0.8502,0.52
3096,24326,2937,17956,79,5,2870,0.7266,0.78
3097,6821,49180,1119,86,79,4786,0.2369,0.74
3098,23486,39902,7799,67,9,6520,0.2057,0.37
3099,20709,40177,12985,34,94,14165,0.7512,0.54
3100,19462,14479,4937,67,10,12244,0.5868,0.01
3101,7473,4339,11317,48,9,6570,0.7042,0.53
3102,6007,44996,18590,71,77,11328,0.3098,0.59
3103,22581,20912,7994,62,32,16309,0.8104,0.87
3104,16227,29769,15984,69,87,19177,0.7413,0.21
3105,29037,48724,12797,40,73,4626,0.8236,0.83
3106,5756,9711,10555,10,91,7233,0.4388,0.72
3107,26661,4250,13499,41,48,10864,0.393,0.67
3108,9084,11209,11747,97,20,15688,0.3062,0.39
3109,20743,34314,4189,79,75,11646,0.8511,0.37
3110,8386,26116,15271,59,82,15594,0.3238,0.7
3111,6001,12036,7137,81,26,3146,0.2835,0.99
3112,25809,11136,682,79,77,1135,0.3349,0.41
3113,5017,39336,2249,63,27,3779,0.74,0.92
3114,8529,14121,14598,42,47,1537,0.8227,0.59
3115,14816,37043,11305,29,72,8590,0.7676,0.87
3116,15895,48258,19344,83,47,7503,0.5943,0.22
3117,11238,37948,17056,81,30,16005,0.8957,0.76
3118,2630,15571,6123,37,45,11694,0.2482,0.83
3119,18444,47761,16794,17,74,7387,0.807,0.83
3120,23529,23344,10609,42,35,13651,0.4994,0.78
3121,17532,48877,16147,62,21,7152,0.5186,0.3
3122,5872,39085,8451,92,13,1059,0.2893,0.52
3123,15576,38540,11709,24,95,9023,0.2234,0.3
3124,19013,1602,9172,21,59,3129,0.4216,0.34
3125,15851,34278,13944,28,10,12217,0.3224,0.3
3126,3064,3870,927,30,74,2236,0.5383,0.28
3127,7237,42965,13825,44,68,11561,0.3031,0.69
3128,17447,4101,10741,36,8,13902,0.2965,0.65
3129,17020,21046,16160,97,71,9448,0.8139,0.2
3130,13991,698,2573,82,92,4568,0.8449,0.69
3131,7440,30416,12593,41,60,12734,0.875,0.29
3132,23663,25667,6320,90,22,16738,0.6764,0.2
3133,8067,26608,5138,95,36,3504,0.7397,0.75
3134,12515,43844,7614,96,89,6132,0.785,0.36
3135,11971,39259,7116,90,52,5399,0.6612,0.57
3136,28863,30376,6595,64,33,900,0.4312,0.2
3137,12016,23771,2371,61,36,19989,0.3095,0.61
3138,8834,16550,13182,62,29,19108,0.3661,0.21
3139,945,15008,8380,71,80,19864,0.7883,0.17
3140,28279,44458,8344,26,67,16101,0.6873,0.39
3141,22261,49147,13603,62,13,7590,0.5191,0.79
3142,19520,35618,5383,89,75,19583,0.2206,0.18
3143,22431,31312,7908,84,18,14712,0.3863,0.12
3144,2594,42784,5439,77,24,3397,0.7102,0.03
3145,12777,6906,18282,81,88,15761,0.5587,0.42
3146,19203,39297,3255,78,14,3999,0.5049,0.28
3147,18368,40991,2211,53,15,16938,0.4196,0.29
3148,12430,18115,17898,89,43,7815,0.6249,0.98
3149,20833,39320,693,53,23,19088,0.8765,0.19
3150,27877,17258,15036,46,23,3456,0.8308,0.46
3151,5279,15556,11678,44,47,19951,0.2213,0.99
3152,27386,27688,5401,75,65,10946,0.5367,0.03
3153,6710,22591,4603,50,74,12006,0.4306,0.7
3154,6530,24288,6568,26,76,14916,0.5574,0.37
3155,7254,27179,5773,86,69,5307,0.6243,0.91
3156,13928,4119,7996,25,27,1629,0.34,0.91
3157,10245,12519,660,55,64,16354,0.7471,0.39
3158,6588,33797,4352,18,14,16747,0.5325,0.22
3159,21221,19496,1593,78,67,4365,0.8944,0.43
3160,23009,39132,1516,13,6,2737,0.2176,0.97
3161,3950,29992,9158,22,40,5573,0.3328,0.28
3162,17173,8073,14706,17,61,9960,0.6827,0.98
3163,13664,42565,6286,21,70,9065,0.6866,0.82
3164,26626,21213,13769,91,83,4365,0.6075,0.27
3165,21659,11236,17615,29,24,2464,0.8804,0.79
3166,25132,19303,18580,58,46,13321,0.4907,0.05
3167,5178,31385,18706,20,25,5856,0.4919,0.55
3168,26806,23139,9093,28,98,18403,0.8373,0.36
3169,12268,1284,4586,99,92,16421,0.5769,0.43
3170,29894,22827,17153,79,70,11308,0.4476,0.47
3171,28920,17011,10256,27,42,1809,0.7033,0.5
3172,5548,1016,19906,45,90,3175,0.6338,0.66
3173,17663,3674,3692,90,97,18715,0.4145,0.7
3174,28961,36187,12112,37,82,5279,0.4086,0.98
3175,28241,17890,16497,46,73,11276,0.4769,0.76
3176,9174,17725,13105,52,28,15264,0.2501,0.69
3177,6506,5306,609,22,30,17557,0.8598,0.39
3178,25075,19617,1783,67,6,5881,0.3281,0.12
3179,23391,37796,8911,82,50,1284,0.3357,0.06
3180,8900,16205,1592,96,38,7620,0.6529,0.48
3181,14183,35756,9513,15,66,6006,0.707,0.67
3182,1738,2790,2465,28,91,17108,0.7158,0.65
3183,22155,36959,11033,65,45,18739,0.4626,0.95
3184,23412,46828,12955,68,19,1318,0.8113,0.38
3185,10440,790,5437,40,59,19655,0.5808,0.63
3186,1482,25203,8237,87,7,4244,0.507,0.89
3187,1503,34363,6693,81,80,10301,0.7673,0.4
3188,9111,11185,15717,57,42,17683,0.3705,0.48
3189,3392,25925,11296,87,55,4079,0.8021,0.92
3190,9111,10820,2508,51,21,2910,0.5772,0.55
3191,519,38741,6078,56,95,3563,0.83,0.8
3192,12511,37371,5497,83,87,3269,0.3411,0.94
3193,4617,11820,19183,61,53,8420,0.8552,0.57
3194,19786,46832,1998,79,25,15416,0.6815,0.11
3195,24341,997,6356,27,92,18633,0.6328,0.82
3196,15522,17194,8301,63,28,4980,0.4954,0.82
3197,9800,36563,8142,73,87,4727,0.8694,0.11
3198,24354,35554,12413,60,99,5522,0.5107,0.55
3199,5793,23672,14116,90,44,6758,0.549,0.49
3200,867,38646,16179,46,24,13778,0.747,0.85
3201,18528,15250,15826,22,83,13966,0.3994,0.27
3202,14918,16899,239,75,39,13931,0.404,0.43
3203,26815,9763,11802,37,52,12533,0.7427,0.6
3204,27705,37048,7532,7,37,2579,0.29,0.52
3205,1649,37130,16729,32,60,9177,0.7761,0.96
3206,10056,27107,849,5,45,2523,0.6376,0.96
3207,6240,35383,9984,67,58,1135,0.5774,0.08
3208,10937,25771,19134,51,48,7412,0.3604,0.3
3209,3816,25485,8838,41,86,4712,0.7505,0.01
3210,29281,11336,9959,90,85,3484,0.7635,0.42
3211,29978,22124,12465,52,76,7778,0.5381,0.66
3212,4581,46972,10840,23,88,2715,0.4724,0.47
3213,24382,39484,13896,18,15,11234,0.3723,0.07
3214,6648,17476,4764,71,98,13224,0.728,0.2
3215,18777,37238,11458,87,95,8525,0.6476,0.17
3216,4937,18257,2889,89,18,4521,0.3446,0.51
3217,7858,20045,3563,69,46,11061,0.7561,0.68
3218,11000,36684,13651,30,83,17221,0.8175,0.32
3219,23277,23117,1185,14,16,12710,0.2415,0.13
3220,24122,1856,11963,81,88,9940,0.7407,0.8
3221,8093,35241,10151,74,21,8038,0.797,0.86
3222,22491,2676,18681,47,94,7256,0.8941,0.28
3223,5642,25567,6598,74,82,2183,0.3663,0.42
3224,25576,37052,4566,84,29,12436,0.4597,0.08
3225,27760,31305,4152,76,30,2471,0.8763,0.23
3226,22840,35265,16267,63,51,13856,0.2658,0.77
3227,26685,12774,17982,7,29,3981,0.5666,0.37
3228,24917,43194,4561,9,93,6075,0.5547,0.6
3229,14928,43414,19265,89,64,8866,0.6246,0.95
3230,23864,22453,14074,99,64,7176,0.4316,0.72
3231,16152,29949,11463,82,31,14822,0.8481,0.45
3232,2485,4635,16369,87,47,12587,0.389,0.37
3233,14408,47467,19496,41,80,4555,0.6548,0.19
3234,20752,42036,12765,88,24,9651,0.5471,0.76
3235,771,17218,8025,56,67,12109,0.3867,0.11
3236,263,732,19486,70,84,13445,0.3322,0.06
3237,8756,13380,12671,67,29,11212,0.8696,0.1
3238,11334,14846,10561,11,31,10829,0.5929,0.24
3239,21076,37136,19973,57,56,848,0.6229,0.63
3240,4895,19385,10608,10,86,3512,0.748,0.86
3241,10734,18147,576,11,14,7545,0.2569,0.99
3242,4898,48189,19241,48,54,13841,0.6996,0.73
3243,22520,10307,1803,22,34,17761,0.3156,0.15
3244,18839,5691,14706,58,5,7499,0.7183,0.28
3245,22371,27857,10270,33,58,12472,0.2989,0.13
3246,28954,16326,18088,87,8,14954,0.7827,0.12
3247,29400,29832,12791,29,91,15524,0.6767,0.57
3248,24445,27306,4891,67,11,235,0.4701,0.91
3249,10849,20356,4091,72,34,7081,0.4512,0.68
3250,5927,33922,9015,17,94,12338,0.3043,0.8
3251,25221,41440,14468,36,69,6734,0.8328,0.51
3252,4819,46447,4467,31,33,9927,0.283,0.48
3253,28511,43451,9027,55,29,7641,0.5305,0.94
3254,693,40875,14637,38,44,2799,0.3656,0.72
3255,21323,48771,19317,32,30,2995,0.8974,0.46
3256,7494,9884,498,77,21,19832,0.6101,0.33
3257,14156,37129,19744,76,35,8110,0.3047,0.09
3258,28480,35257,4635,89,65,10544,0.6673,0.82
3259,26135,20037,12801,34,12,128,0.8941,0.17
3260,19977,46807,8158,97,73,12188,0.6235,0.52
3261,27277,11319,15584,13,5,17555,0.5202,0.64
3262,22648,9499,11493,17,83,3271,0.4053,0.74
3263,10736,33412,344,86,75,9027,0.2645,0.08
3264,19156,27757,1288,68,50,19295,0.3598,0.01
3265,20684,20147,15371,42,95,4268,0.5875,0.71
3266,116,35107,16124,26,95,5779,0.7276,0.45
3267,3291,10659,13099,35,24,2773,0.8146,0.18
3268,492,20257,2866,46,86,9823,0.7556,0.98
3269,25100,35495,1148,66,44,16792,0.2878,0.79
3270,6372,6718,14729,68,6,18720,0.7414,0.58
3271,17055,44991,1787,78,98,1815,0.6071,0.7
3272,3731,6880,18623,13,65,854,0.5284,0.16
3273,6272,27150,2815,99,98,14117,0.6009,0.96
3274,9412,8115,17656,48,75,5699,0.2057,1.0
3275,23661,3230,14280,67,81,19164,0.2474,0.65
3276,24917,28183,11484,44,34,6041,0.5681,0.67
3277,20381,16580,12141,92,34,14589,0.3215,0.7
3278,28771,47699,460,45,91,7875,0.5819,0.67
3279,24607,35576,19379,76,49,12304,0.4479,0.44
3280,18763,38265,4836,54,28,192,0.8352,0.54
3281,25464,11628,9119,24,88,9365,0.8648,0.28
3282,23935,49708,17220,85,96,333,0.8858,0.45
3283,9006,6014,18543,96,60,16817,0.8293,0.44
3284,29530,37236,5885,74,87,18012,0.8901,0.29
3285,27525,11279,2036,46,65,19379,0.6943,0.79
3286,17259,20572,8176,37,17,12524,0.8724,0.41
3287,28702,12176,9120,96,84,15417,0.6493,0.55
3288,23353,24883,7350,67,60,673,0.7664,0.16
3289,18731,46816,15598,61,19,594,0.2923,0.47
3290,23572,13924,2453,69,15,7636,0.6778,0.76
3291,16562,4399,8312,56,16,17347,0.8518,0.44
3292,8180,46988,10552,92,90,18977,0.578,0.56
3293,7199,8218,6751,10,93,12237,0.3308,0.7
3294,20410,10856,3345,11,7,18181,0.5688,0.39
3295,25531,8053,15737,13,28,18597,0.6949,0.35
3296,23824,37652,12925,65,93,15070,0.7389,0.09
3297,15016,15285,2171,84,13,9285,0.5666,0.58
3298,7183,41892,3632,38,96,9557,0.3522,0.71
3299,22714,14774,14527,39,50,17811,0.8487,0.58
3300,26824,44576,9871,24,98,5758,0.7415,0.28
3301,9323,34027,5750,62,75,4581,0.3895,0.26
3302,5040,486,7282,91,64,12664,0.7683,0.16
3303,19755,26717,4338,64,15,18587,0.4435,0.05
3304,28252,7292,1135,58,14,2749,0.4187,0.43
3305,28858,10845,15941,39,7,19754,0.8042,0.16
3306,3556,30120,15650,51,23,616,0.8113,0.69
3307,7888,42778,8695,50,6,18476,0.4789,0.96
3308,28182,21259,19055,91,21,2785,0.2062,0.07
3309,25083,3509,8860,8,97,10759,0.3306,0.89
3310,24134,49941,8878,14,6,17158,0.8365,0.66
3311,2811,25845,18782,79,57,19332,0.8291,0.86
3312,11380,46048,4924,44,20,1514,0.5173,0.15
3313,18152,29555,13817,59,14,15170,0.4129,0.91
3314,16631,39010,19470,77,72,10196,0.4119,0.96
3315,22904,38835,10963,44,47,13036,0.828,0.91
3316,29003,29266,16265,80,94,14080,0.4273,0.79
3317,12189,40073,18783,85,62,16068,0.5581,0.09
3318,10242,28172,14382,27,64,5664,0.7117,0.22
3319,16849,48874,4482,19,28,203,0.3466,0.91
3320,15687,12209,7315,96,80,6509,0.3777,0.23
3321,9966,45902,6153,9,89,11753,0.4506,0.35
3322,4631,2584,11062,44,20,860,0.658,0.05
3323,12786,34722,15950,22,13,16584,0.7722,0.63
3324,5430,44499,2081,25,10,8187,0.5827,0.56
3325,5610,2697,17683,83,69,15815,0.2931,0.96
3326,27222,40697,19990,7,82,9320,0.5124,0.89
3327,25238,41054,8569,50,28,828,0.2894,0.51
3328,28238,4083,9038,94,14,13672,0.2618,0.61
3329,27165,39552,5349,83,86,7717,0.6127,0.41
3330,9064,43251,13002,57,77,14357,0.8693,0.13
3331,6593,17140,3144,24,31,4646,0.7863,0.87
3332,26713,44872,3027,63,87,7407,0.7421,0.55
3333,28099,30654,17396,25,7,2603,0.7089,0.43
3334,10859,28016,5775,94,42,14021,0.828,0.07
3335,5539,44971,1318,91,77,12930,0.727,0.67
3336,14573,26472,16211,55,78,4614,0.6388,0.4
3337,9865,39180,16806,29,77,6514,0.4553,0.25
3338,28370,40806,7667,72,21,14185,0.2707,0.88
3339,13379,42822,15082,14,52,12465,0.5227,0.18
3340,6611,29148,12984,90,53,3755,0.8473,0.52
3341,11583,19769,11935,71,47,3408,0.6082,0.8
3342,23988,9877,9846,87,88,9094,0.3292,0.85
3343,17730,36431,6329,99,11,4232,0.6543,0.82
3344,28395,21068,145,13,72,5250,0.5258,0.9
3345,20323,37909,15528,33,78,4679,0.852,0.14
3346,25035,11392,7071,41,25,5653,0.3127,0.94
3347,29692,40894,15235,75,82,4524,0.6984,0.01
3348,2476,14023,5918,42,29,8697,0.6771,0.26
3349,19493,27803,13121,92,85,14240,0.8885,0.08
3350,27669,18757,8091,76,65,7225,0.5954,0.95
3351,25638,3729,16565,63,32,12655,0.8101,0.42
3352,11924,2214,11357,61,82,14719,0.2173,0.32
3353,18311,34545,7340,94,56,279,0.286,0.17
3354,7079,35962,15545,64,17,12845,0.4422,0.16
3355,26289,25674,6566,32,38,5069,0.6335,0.61
3356,9932,32449,9391,32,71,3527,0.5144,0.05
3357,26892,22357,11752,50,8,19792,0.3419,0.59
3358,12604,35152,857,75,48,15354,0.6124,0.77
3359,25053,37920,13081,71,19,17193,0.5967,0.6
3360,28890,18073,16484,90,88,10032,0.5671,0.83
3361,20769,25837,11450,59,12,1416,0.2634,0.27
3362,7010,12147,16489,42,9,17310,0.8489,0.08
3363,25045,22213,3714,22,70,216,0.6146,0.72
3364,14189,794,793,80,96,7400,0.3848,0.83
3365,2296,15688,6080,99,90,5745,0.6812,0.5
3366,20231,45923,14711,67,77,11869,0.4225,0.82
3367,25327,48948,15025,9,96,9013,0.5541,0.46
3368,6078,20167,129,48,50,977,0.4388,0.2
3369,22091,6804,14859,33,69,16232,0.8163,0.47
3370,17253,40236,12182,18,70,11150,0.8958,0.22
3371,27097,2071,3016,62,30,13293,0.3128,0.47
3372,880,47461,15584,48,35,8847,0.2165,0.15
3373,10008,40923,3778,22,55,12148,0.3535,0.19
3374,6403,11541,4586,11,45,14468,0.613,0.88
3375,14786,31576,16559,91,55,14934,0.3218,0.12
3376,4083,14777,5863,66,23,13840,0.768,0.22
3377,9603,27918,997,49,99,463,0.4861,1.0
3378,28035,1968,12615,20,77,18448,0.6274,0.58
3379,25198,18155,15894,68,7,9729,0.5189,0.59
3380,17005,1828,644,41,42,8768,0.8323,0.84
3381,13170,7732,16574,29,74,50,0.2246,0.52
3382,26996,12143,19489,13,49,8512,0.7105,0.22
3383,25611,6503,14067,59,75,2581,0.6565,0.42
3384,24053,15832,4255,32,45,17505,0.6547,0.76
3385,26906,18626,7832,13,29,14360,0.4898,0.87
3386,12332,9440,2710,16,93,15592,0.211,0.27
3387,22268,39052,16063,22,54,19321,0.6825,0.26
3388,4683,22494,6906,95,5,11820,0.7806,0.33
3389,6046,33121,6139,94,58,15055,0.2597,0.6
3390,21425,4202,5368,60,90,2045,0.5091,0.28
3391,22751,36410,15455,94,88,3627,0.3138,0.89
3392,16477,19259,18986,78,17,14957,0.6277,0.98
3393,7228,6312,8112,62,44,1759,0.7499,0.68
3394,11989,31924,17474,85,25,14372,0.6667,0.97
3395,27513,37505,8556,55,91,18533,0.4226,0.29
3396,12375,11625,11701,36,45,6167,0.2978,0.82
3397,2561,28860,19380,92,65,18724,0.756,0.68
3398,14391,44339,15780,52,37,8578,0.4267,0.26
3399,14136,45368,3286,12,77,8020,0.2155,0.32
3400,11535,27557,3730,34,33,17189,0.6,0.49
3401,28035,48115,15433,30,59,10843,0.3727,0.79
3402,785,10632,11348,28,36,9961,0.7888,0.87
3403,18644,13618,17971,31,15,7262,0.3003,0.63
3404,23515,6576,3922,83,56,2149,0.5044,0.72
3405,28664,19843,1917,96,40,462,0.3772,0.26
3406,12358,1104,15870,79,97,14954,0.6827,0.74
3407,26243,43154,17595,43,35,15907,0.584,0.6
3408,21825,37585,3970,70,18,16196,0.7537,0.22
3409,16090,3371,5743,55,67,3043,0.521,0.95
3410,16522,45582,10998,77,56,11704,0.2034,0.51
3411,10836,309,8506,54,58,296,0.3506,0.79
3412,4975,25563,6381,49,54,12020,0.8994,0.53
3413,17740,5639,13157,91,93,7027,0.4837,0.93
3414,11282,49405,9544,37,58,13706,0.6342,0.14
3415,24181,20077,13903,23,94,15228,0.8335,0.55
3416,2296,8706,9436,17,90,19801,0.2144,0.03
3417,28144,44484,17960,82,77,2739,0.6617,0.2
3418,7265,34152,8181,26,91,637,0.4019,0.28
3419,27384,3248,11846,24,88,1518,0.3955,0.47
3420,16097,33636,1208,9,39,282,0.3574,0.82
3421,14315,5707,19947,88,34,6935,0.7759,0.47
3422,401,19686,17578,82,59,14282,0.4611,0.56
3423,24011,29350,118,95,98,1936,0.247,0.92
3424,22865,18694,3767,94,90,16743,0.2678,0.76
3425,17130,7499,15268,36,5,2798,0.304,0.05
3426,29434,25217,11250,34,19,10767,0.8292,0.18
3427,14671,33226,15905,95,29,1650,0.4992,0.04
3428,10051,33717,9411,30,24,10341,0.8412,0.07
3429,29027,7598,15742,86,75,16979,0.7722,0.34
3430,25273,37390,11576,91,20,3873,0.7865,0.73
